carb_g,fat_g,protein_g,calcium_mg,iron_mg,sodium_mg,vit_a_mcg,vit_c_mg,cholesterol_mg,fiber_g,saturated_fat_g,sugar_g
139.13613956314043,86.5735979503985,222.61782330102469,1000,18,2400,5000,60,300,31.166495262143457,12.367656850056928,27.82722791262809
