calcium_perc,calories,carb_g,cholesterol_mg,fat_g,fiber_g,iron_perc,protein,saturated_fat_g,serving_size,sodium_mg,sugar_g,vit_a_perc,vit_c_perc
35,226,11.72,59,10.94,2,171,19.6,3.945,1 serving,314,3.94,37,95
