brand,food,food_type,calcium_perc,calories,carb_g,cholesterol_mg,fat_g,fiber_g,iron_perc,protein,saturated_fat_g,serving_size,sodium_mg,sugar_g,vit_a_perc,vit_c_perc
,"Seven-Layer Salad (Lettuce Salad Made with A Combination Of Onion, Celery, Green Pepper, Peas, Mayonnaise, Cheese, Eggs and/or Bacon)",grocery,8,281,7.54,60,25.61,1.4,4,5.66,5.38,1 cup,306,3.95,15,14
